ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"117.102.78.165","elite","AS17451","ID","BIZNET","179","N/A","1080","socks4","5012","1","2023-10-18T11:27:22.744Z","97","4278","4389"
"36.95.48.45","elite","AS7713","ID","PT. Telekomunikasi Indonesia","191","Telekomunikasi Indonesia","1080","socks4","4608","1","2023-10-18T11:27:22.738Z","98","4382","4465"
"125.46.179.58","elite","AS4837","CN","CNC Group CHINA169 Henan Province Network","212","N/A","44844","socks5","3600","1","2023-10-18T11:27:22.743Z","54","2380","4399"
"67.207.75.252","elite","AS14061","DE","DigitalOcean, LLC","85","DigitalOcean, LLC","58927","socks5","4982","1","2023-10-18T11:27:22.944Z","100","4382","4382"
"103.212.95.253","elite","AS138312","IN","Best Telnet Services Private Limited","197","Best telnet services private limited","41363","socks4","4900","1","2023-10-18T11:27:20.651Z","99","4400","4423"
"103.47.93.217","elite","AS134058","IN","Broban Internet Services Pvt.ltd","183","Broban  PVT Ltd.","1080","socks4","4993","1","2023-10-18T11:27:20.736Z","99","4367","4399"
"45.196.148.8","elite","AS7018","US","AT&T Services, Inc.","86","AQUA Networks Limited","5432","socks4","4499","1","2023-10-18T11:27:20.738Z","98","4322","4399"
"185.36.132.223","elite","AS199752","NL","Go-Trex Internet Solution Partner","19","Go-Trex","9050","socks5","4510","1","2023-10-18T11:27:20.649Z","100","4349","4351"
"117.241.135.33","elite","AS9829","IN","BSNL Internet","197","N/A","5678","socks4","897","1","2023-10-18T11:27:20.734Z","96","4273","4440"
"5.9.144.19","elite","AS24940","DE","Hetzner Online GmbH","24","Hetzner","24940","socks5","4710","1","2023-10-18T11:27:18.536Z","77","3352","4358"
"183.62.58.35","elite","AS4134","CN","Chinanet","289","Guangzhourunbaoxinxikejiyouxian","1080","socks4","4700","1","2023-10-18T11:27:18.534Z","83","3659","4413"
"185.162.231.254","elite","AS209242","GB","Cloudflare London, LLC","12","Softconstruct Limited","80","socks5","5012","1","2023-10-18T11:27:18.532Z","100","4287","4287"
"78.186.111.34","elite","AS9121","TR","TurkTelecom","92","N/A","1080","socks4","273","1","2023-10-18T11:27:18.735Z","94","4157","4426"
"177.125.160.69","elite","AS262346","BR","FP Telecomunicacoes Ltda","293","FP Telecomunicacoes Ltda","4145","socks4","5094","1","2023-10-18T11:27:18.443Z","71","3157","4441"
"27.73.115.113","elite","AS7552","VN","Newass2011xDSLHN","298","N/A","5000","socks4","3589","1","2023-10-18T11:27:18.445Z","56","2429","4371"
"113.53.29.228","elite","AS23969","TH","TOT Public Company Limited","162","TOT Public Company Limited","13629","socks4","5089","1","2023-10-18T11:27:16.145Z","100","4331","4344"
"110.78.152.246","elite","AS131090","TH","CAT-BB","255","N/A","5678","socks4","4795","1","2023-10-18T11:27:16.147Z","60","2610","4372"
"104.16.106.65","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4612","1","2023-10-18T11:27:16.238Z","100","4353","4353"
"186.251.255.45","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","213","Seanet Telecom Carazinho Eireli","31337","socks4","4615","2","2023-10-18T11:27:16.237Z","99","4360","4388"
"119.8.27.130","elite","AS136907","HK","Huawei International Pte. LTD","383","N/A","1080","socks5","3310","1","2023-10-18T11:27:14.350Z","88","3827","4342"
"185.238.228.96","elite","AS209242","GB","Cloudflare London, LLC","12","Invermae Solutions SL","80","socks4","5098","1","2023-10-18T11:27:14.349Z","100","4326","4326"
"49.51.98.98","elite","AS132203","CA","OPHL","100","Tencent cloud computing (Beijing) Co., Ltd.","443","socks4","3593","1","2023-10-18T11:27:14.439Z","18","792","4411"
"141.11.182.4","elite","AS43350","NL","NForce Entertainment B.V.","13","RACK400 com netherlands Infrastructure","3211","socks4","5097","83","2023-10-18T11:27:12.444Z","85","3642","4301"
"36.37.180.59","elite","AS38623","KH","VIETTEL (CAMBODIA) PTE","240","Viettel (cambodia) Pte., Ltd.","1080","socks4","4993","1","2023-10-18T11:27:10.534Z","98","4253","4354"
"89.237.33.65","elite","AS20485","RU","multi-origin SUTTK","101","N/A","51549","socks4","4987","1","2023-10-18T11:27:10.445Z","99","4350","4393"
"1.20.137.82","elite","AS23969","TH","TOT Public Company Limited","184","TOT Mobile Co LTD","32241","socks4","992","2","2023-10-18T11:27:10.536Z","100","4365","4382"
"165.225.94.122","elite","AS62044","CH","Zscaler Switzerland GmbH","15","Zscaler, Inc","10605","socks5","4589","78","2023-10-18T11:27:10.443Z","83","3703","4486"
"38.127.172.198","elite","AS174","US","Cogent Communications","82","Torlandia Trading SRL","11537","socks4","4905","1","2023-10-18T11:27:10.542Z","100","4356","4364"
"110.74.195.33","elite","AS38901","KH","EZECOM limited","200","EZECOM limited","5678","socks4","1314","1","2023-10-18T11:27:10.537Z","95","4208","4423"
"31.210.52.133","elite","AS49334","TR","SH ONLINE ILETISIM ANONIM SIRKETI","49","SH ONLINE ILETISIM ANONIM SIRKETI","29242","socks4","4501","1","2023-10-18T11:27:10.647Z","89","3964","4450"
"155.138.238.14","elite","AS20473","US","The Constant Company","95","Vultr Holdings, LLC","808","socks5","4797","1","2023-10-18T11:27:10.441Z","100","4419","4426"
"178.212.54.161","elite","AS197025","PL","Lubuskie Sieci Swiatlowodowe Sp. z o. o.","97","Lubuskie Sieci Swiatlowodowe Sp. z o. o","1080","socks4","4193","2","2023-10-18T11:27:10.648Z","98","4305","4393"
"104.25.234.81","elite","AS13335","CA","Cloudflare, Inc.","78","Cloudflare, Inc.","80","socks5","5096","1","2023-10-18T11:27:10.533Z","100","4342","4344"
"183.89.9.20","elite","AS45629","TH","Triple T Broadband Public Company Limited","210","Triple T Broadband Public Company Limited","4153","socks4","5088","82","2023-10-18T11:27:10.541Z","97","4281","4398"
"31.43.63.70","elite","AS50581","UA","Ukrainian Telecommunication Group LLC","50","UTELECOMUA B2","4145","socks4","5098","1","2023-10-18T11:27:10.450Z","96","4193","4386"
"110.78.186.153","elite","AS131090","TH","CAT-BB","252","N/A","4145","socks4","2694","1","2023-10-18T11:27:10.444Z","75","3264","4380"
"110.78.141.77","elite","AS131090","TH","CAT-BB","289","N/A","4145","socks4","5096","1","2023-10-18T11:27:08.633Z","69","3032","4367"
"43.153.52.170","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","152","Tencent Cloud Computing","443","socks4","3012","1","2023-10-18T11:27:08.554Z","75","3297","4414"
"45.60.186.208","elite","AS19551","US","Incapsula Inc","12","Incapsula Inc","27488","socks5","2693","1","2023-10-18T11:27:08.553Z","100","4265","4265"
"108.175.23.49","elite","AS33258","US","Computer Solutions","113","Computer Solutions","13135","socks4","3691","1","2023-10-18T11:27:06.446Z","99","4413","4446"
"38.127.179.249","elite","AS174","US","Cogent Communications","87","Torlandia Trading SRL","11537","socks5","3702","1","2023-10-18T11:27:06.540Z","100","4336","4343"
"103.105.40.65","elite","AS137143","IN","Minnal Digital Network Private Limited","189","Minnal Digital Network Private Limited","4145","socks4","4009","1","2023-10-18T11:27:06.440Z","100","4411","4429"
"45.7.210.195","elite","AS265729","AR","Cooperativa de Servicios Públicos de Porteña LTDA","241","Cooperativa de Servicios Públicos de Porteña LTDA","4153","socks4","4514","1","2023-10-18T11:27:06.542Z","99","4335","4365"
"212.83.162.168","elite","AS12876","FR","Online","1","Free SAS","2019","socks4","4806","1","2023-10-18T11:27:06.539Z","91","4050","4431"
"110.73.11.181","elite","AS4837","CN","China Unicom Guangxi Province Network","193","N/A","8123","socks4","4903","2","2023-10-18T11:27:06.437Z","63","2754","4389"
"43.130.199.69","elite","AS132203","CA","Shenzhen Tencent Computer Systems Company Limited","94","Tencent Cloud Computing","443","socks5","5096","1","2023-10-18T11:27:06.438Z","86","3771","4410"
"138.36.150.13","elite","AS263729","AR","Pedraza Luis Eduardo","293","Pedraza Luis Eduardo","1080","socks4","3997","84","2023-10-18T11:27:06.537Z","99","4396","4438"
"89.237.32.66","elite","AS20485","RU","multi-origin SUTTK","83","N/A","51549","socks4","5012","1","2023-10-18T11:27:06.436Z","99","4409","4462"
"45.196.148.117","elite","AS7018","US","AT&T Services, Inc.","84","AQUA Networks Limited","5432","socks4","4999","1","2023-10-18T11:27:06.535Z","98","4272","4351"
"185.56.180.14","elite","AS206866","ES","GARTEL","38","Gartel","5678","socks4","1408","82","2023-10-18T11:27:06.840Z","100","4470","4472"
"178.150.113.211","elite","AS13188","UA","Triolan","48","N/A","1080","socks4","3899","1","2023-10-18T11:27:05.138Z","98","4256","4352"
"116.199.174.1","elite","AS45661","IN","Capture Network Systems Pvt Ltd","186","Capture Network Systems Pvt. Ltd.","4145","socks4","1719","1","2023-10-18T11:27:05.133Z","34","1492","4432"
"104.16.109.213","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4193","1","2023-10-18T11:27:04.846Z","100","4335","4335"
"213.159.247.65","elite","AS6703","UA","Vega Kiev","98","N/A","5678","socks4","4601","81","2023-10-18T11:27:04.035Z","98","4335","4412"
"157.245.59.71","elite","AS14061","SG","DigitalOcean, LLC","193","DigitalOcean, LLC","42765","socks4","2699","1","2023-10-18T11:27:04.933Z","100","4415","4416"
"203.142.68.210","elite","AS17451","ID","BIZNET","175","N/A","5678","socks4","429","1","2023-10-18T11:27:04.936Z","100","4399","4414"
"165.225.8.100","elite","AS22616","US","ZSCALER, INC.","79","Zscaler, Inc","10605","socks4","4700","1","2023-10-18T11:27:04.033Z","97","4363","4480"
"45.77.210.72","elite","AS20473","US","The Constant Company","184","Vultr Holdings, LLC","11874","socks5","3205","1","2023-10-18T11:27:03.948Z","58","2526","4363"
"188.133.153.60","elite","AS21353","RU","Enforta-MSK","64","N/A","8080","socks5","896","1","2023-10-18T11:27:03.946Z","98","4368","4437"
"46.167.238.54","elite","AS16019","CZ","UPC Czech","27","Tkom Plus sro, customers space","5678","socks5","4995","1","2023-10-18T11:27:03.944Z","99","4316","4348"
"104.20.205.191","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5095","1","2023-10-18T11:27:02.452Z","100","4404","4405"
"89.237.33.113","elite","AS20485","RU","multi-origin SUTTK","85","N/A","51549","socks4","81","81","2023-10-18T11:27:00.448Z","99","4303","4361"
"37.152.163.95","elite","AS198569","IR","Rahanet Zanjan Co. (Private Joint-Stock)","294","Rahanet Zanjan Co.","4153","socks4","4604","1","2023-10-18T11:27:00.646Z","94","4143","4404"
"190.104.26.227","elite","AS27882","BO","Telefónica Celular de Bolivia S.A.","197","Telefónica Celular de Bolivia S.A","33638","socks4","3690","1","2023-10-18T11:27:00.643Z","100","4409","4413"
"124.220.170.33","elite","AS45090","CN","China Internet Network Information Center","195","Tencent cloud computing (Beijing) Co., Ltd.","2080","socks4","817","1","2023-10-18T11:27:00.645Z","83","3677","4417"
"47.252.4.1","elite","AS45102","US","Alibaba.com LLC","79","ALICLOUD-US","80","socks4","5001","1","2023-10-18T11:27:00.650Z","88","3837","4366"
"109.94.182.128","elite","AS44895","RU","MTS PJSC","56","Antenna-Garant","4145","socks4","3408","82","2023-10-18T11:27:00.535Z","94","4158","4443"
"41.60.234.235","elite","AS30844","KE","Maintainer Liquid Telecommunications Operations Limited","188","Liquid Telecommunications Operations Limited","5678","socks4","5004","1","2023-10-18T11:27:00.446Z","87","3806","4370"
"79.154.189.19","elite","AS3352","ES","RIMA (Red IP Multi Acceso)","95","N/A","8080","socks5","4198","1","2023-10-18T11:27:00.533Z","98","4245","4315"
"178.22.221.201","elite","AS203877","RS","Astra Telekom DOO Beograd","100","Madnet","4145","socks4","4498","1","2023-10-18T11:27:00.649Z","99","4266","4310"
"178.32.116.232","elite","AS16276","FR","OVH SAS","5","OVH ISP","57123","socks5","4806","1","2023-10-18T11:27:00.845Z","100","4365","4365"
"78.109.139.51","elite","AS43314","RU","JSC \"ER-Telecom Holding\"","95","JSC local network","5678","socks4","5006","1","2023-10-18T11:27:00.443Z","99","4297","4322"
"151.232.55.190","elite","AS58224","IR","Iran Telecommunication Company PJS","390","N/A","80","socks4","4810","1","2023-10-18T11:27:00.536Z","64","2812","4417"
"149.20.253.108","elite","AS18615","US","Mainstream Fiber Networks, LLC","98","Mainstream Fiber Networks, LLC","12551","socks4","2385","1","2023-10-18T11:27:00.647Z","100","4414","4425"
"47.49.228.234","elite","AS20115","US","Charter Communications","140","Spectrum","80","socks5","1504","1","2023-10-18T11:26:58.444Z","99","4267","4295"
"110.78.149.43","elite","AS131090","TH","CAT-BB","298","N/A","4145","socks4","4890","1","2023-10-18T11:26:58.437Z","75","3225","4304"
"202.124.43.251","elite","AS9902","KH","NeocomISP Limited","192","NeocomISP Limited","4145","socks4","240","1","2023-10-18T11:26:58.438Z","99","4407","4445"
"202.50.202.109","elite","AS55696","ID","PT Starcom Solusindo","196","N/A","48617","socks4","5093","1","2023-10-18T11:26:58.443Z","99","4305","4336"
"182.253.159.153","elite","AS17451","ID","BIZNET","197","N/A","8080","socks5","4694","1","2023-10-18T11:26:58.441Z","96","4241","4419"
"103.212.93.225","elite","AS138312","IN","Best Telnet Services Private Limited","124","Best telnet services private limited","45639","socks4","1709","1","2023-10-18T11:26:58.738Z","99","4353","4387"
"143.202.227.51","elite","AS262346","BR","FP Telecomunicacoes Ltda","206","FP Telecomunicacoes Ltda","4145","socks4","5003","1","2023-10-18T11:26:56.850Z","81","3522","4350"
"202.183.9.154","elite","AS131736","ID","BIGNET","799","N/A","5678","socks4","4497","1","2023-10-18T11:26:56.634Z","75","3308","4401"
"177.38.5.192","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","204","FÁBIO MENDES DIAS LTDA ME","4153","socks4","4890","1","2023-10-18T11:26:56.849Z","94","4135","4413"
"186.211.6.137","elite","AS53156","BR","PortalSAT Telecom","187","eliziane oliveira sobrinho","4145","socks4","385","82","2023-10-18T11:26:56.550Z","99","4353","4416"
"103.47.93.246","elite","AS134058","IN","Broban Internet Services Pvt.ltd","194","Broban  PVT Ltd.","1080","socks4","4601","1","2023-10-18T11:26:56.637Z","99","4250","4289"
"45.228.77.131","elite","AS266682","AR","Daniel Marechal","218","Daniel Marechal","5678","socks4","5009","1","2023-10-18T11:26:56.633Z","96","4189","4349"
"68.183.44.44","elite","AS14061","GB","DigitalOcean, LLC","81","DigitalOcean, LLC","80","socks4","5107","1","2023-10-18T11:26:56.639Z","100","4345","4346"
"192.12.112.70","elite","AS61942","BR","Turbonet Telecom Ltda","196","Turbonet Telecom Ltda","4145","socks4","4698","1","2023-10-18T11:26:56.935Z","99","4302","4350"
"103.135.225.205","elite","AS138871","ID","SUPERCORRIDOR","170","N/A","4153","socks4","5004","1","2023-10-18T11:26:55.044Z","86","3724","4345"
"186.224.225.98","elite","AS53171","BR","Path Telecom S.A.","287","Path Telecom S.A","4145","socks4","4805","1","2023-10-18T11:26:55.038Z","100","4419","4435"
"103.89.62.69","elite","AS58972","IN","Bhomika Network PVT LTD","161","Bhomika Network Pvt Ltd","4153","socks4","5002","1","2023-10-18T11:26:54.735Z","99","4364","4398"
"157.185.178.152","elite","AS54994","CA","Meteverse Limited.","190","Meteverse Limited","26589","socks5","5016","1","2023-10-18T11:26:54.737Z","100","4291","4295"
"74.95.1.114","elite","AS33651","US","Comcast Cable Communications","157","Budget INN SAN Leandro","33108","socks4","353","1","2023-10-18T11:26:54.740Z","99","4334","4391"
"82.137.244.59","elite","AS29256","SY","ISP-TARASSUL","54","N/A","4145","socks4","2694","1","2023-10-18T11:26:53.046Z","98","4210","4303"
"94.139.170.82","elite","AS206065","IR","Farabord Dadeh Haye Iranian Co.","128","FDI LTE Static","33848","socks4","3404","1","2023-10-18T11:26:53.048Z","100","4447","4469"
"182.253.173.18","elite","AS17451","ID","Biznet Metronet","188","N/A","4153","socks4","1889","1","2023-10-18T11:26:52.744Z","95","4164","4368"
"139.255.75.98","elite","AS9905","ID","PT. LINKNET","187","N/A","8080","socks5","3110","1","2023-10-18T11:26:51.345Z","98","4310","4389"
"34.64.4.17","elite","AS139070","SG","Google Asia Pacific Pte. Ltd.","252","Google LLC","80","socks4","3401","1","2023-10-18T11:26:51.343Z","100","4345","4346"
"104.16.108.42","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4893","1","2023-10-18T11:26:51.344Z","100","4379","4380"
"189.201.189.2","elite","AS28438","MX","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V.","141","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V","4145","socks4","4907","1","2023-10-18T11:26:49.349Z","99","4355","4405"
"140.250.144.18","elite","AS4134","CN","Chinanet","294","Chinanet SD","1080","socks4","4011","1","2023-10-18T11:26:49.646Z","79","3485","4390"
"103.130.113.245","elite","AS138336","BD","The Potato","172","N/A","5678","socks4","4508","1","2023-10-18T11:26:49.249Z","83","3672","4400"
"180.120.79.221","elite","AS4134","CN","Chinanet","186","Chinanet JS","44844","socks5","4398","1","2023-10-18T11:26:49.343Z","58","2562","4400"
"101.51.104.72","elite","AS23969","TH","TOT Public Company Limited","184","TOT Public Company Limited","4145","socks4","5008","1","2023-10-18T11:26:49.350Z","62","2768","4449"
"114.235.230.149","elite","AS4134","CN","Chinanet","198","Chinanet JS","44844","socks5","4505","1","2023-10-18T11:26:49.645Z","63","2787","4455"
"68.183.25.78","elite","AS14061","US","DigitalOcean, LLC","82","DigitalOcean, LLC","23017","socks5","5108","1","2023-10-18T11:26:49.333Z","100","4359","4370"
"135.181.214.163","elite","AS24940","FI","Hetzner Online GmbH","37","Hetzner","57648","socks4","897","1","2023-10-18T11:26:49.348Z","100","4323","4324"
"202.159.35.33","elite","AS9340","ID","PT IndoInternet","189","N/A","443","socks4","4912","1","2023-10-18T11:26:49.642Z","100","4468","4479"
"103.84.178.193","elite","AS136279","IN","Glo Internet Services Pvt Ltd","145","Glo  Pvt Ltd","4153","socks4","5088","1","2023-10-18T11:26:49.344Z","100","4278","4292"
"118.172.227.30","elite","AS23969","TH","TOT Public Company Limited","187","TOT Public Company Limited","5678","socks4","4598","1","2023-10-18T11:26:49.643Z","100","4453","4468"
"58.214.69.198","elite","AS4134","CN","Chinanet","216","Chinanet JS","28643","socks4","4603","1","2023-10-18T11:26:49.342Z","33","1453","4399"
"136.243.148.97","elite","AS24940","DE","Hetzner Online GmbH","23","Hetzner","25928","socks4","430","1","2023-10-18T11:26:49.251Z","32","1377","4338"
"168.205.217.41","elite","AS264869","BR","SPEED MAX TELECOMUNICAÇÕES LTDA ME","283","SPEED MAX TELECOMUNICAÇÕES LTDA ME","4145","socks5","5087","1","2023-10-18T11:26:47.441Z","73","3262","4453"
"223.25.98.82","elite","AS9341","ID","PT Indonesia Comnets Plus","211","Sinerginet","5678","socks4","4797","1","2023-10-18T11:26:47.440Z","87","3897","4483"
"110.78.141.219","elite","AS131090","TH","CAT-BB","299","N/A","4145","socks4","5087","1","2023-10-18T11:26:47.443Z","69","3063","4420"
"197.234.13.70","elite","AS36902","SC","Intelvision","192","Intelvision Ltd","4145","socks4","5088","89","2023-10-18T11:26:45.446Z","100","4366","4383"
"177.38.5.240","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","210","FÁBIO MENDES DIAS LTDA ME","4153","socks4","311","1","2023-10-18T11:26:45.544Z","95","4189","4403"
"50.116.60.163","elite","AS63949","US","Akamai Technologies, Inc.","82","Linode","37170","socks4","4801","82","2023-10-18T11:26:45.448Z","98","4235","4341"
"188.169.142.196","elite","AS35805","GE","JSC \"Silknet\"","94","UTG MPLS DSL","4145","socks4","5092","1","2023-10-18T11:26:45.540Z","98","4157","4252"
"34.64.4.97","elite","AS139070","SG","Google Asia Pacific Pte. Ltd.","252","Google LLC","80","socks5","4804","1","2023-10-18T11:26:45.542Z","100","4311","4311"
"104.129.205.123","elite","AS22616","US","ZSCALER, INC.","182","Zscaler, Inc.","10792","socks4","2911","1","2023-10-18T11:26:45.541Z","92","3946","4282"
"95.111.250.18","elite","AS51167","DE","Contabo GmbH","96","Contabo GmbH","12370","socks4","4999","1","2023-10-18T11:26:45.534Z","99","4261","4318"
"47.242.34.249","elite","AS45102","HK","Alibaba.com LLC","283","Hong Kong","33888","socks5","4595","1","2023-10-18T11:26:45.543Z","97","4177","4319"
"188.112.39.231","elite","AS42739","PL","Hawe Telekom S.A. in Restructuring","32","Hawe","5678","socks4","507","1","2023-10-18T11:26:45.538Z","99","4383","4421"
"118.99.103.114","elite","AS17451","ID","Biznet Metronet","172","N/A","32491","socks4","4998","1","2023-10-18T11:26:44.041Z","87","3834","4426"
"202.159.35.225","elite","AS9340","ID","PT IndoInternet","191","N/A","443","socks4","4690","1","2023-10-18T11:26:44.236Z","100","4456","4461"
"45.196.148.192","elite","AS7018","US","AT&T Services, Inc.","93","AQUA Networks Limited","5432","socks4","4898","1","2023-10-18T11:26:44.038Z","98","4263","4333"
"116.62.240.85","elite","AS37963","CN","CNC Group CHINA169 Fujian Province Network","186","Beijing Kuancom Network Technology Co., Ltd.","7890","socks5","5011","1","2023-10-18T11:26:43.236Z","76","3294","4338"
"168.227.158.13","elite","AS52898","BR","Multipla Serviços Inteligentes","203","Multipla Serviços Inteligentes","4145","socks4","4404","1","2023-10-18T11:26:43.234Z","99","4376","4404"
"103.51.44.41","elite","AS133819","ID","CIM","288","N/A","4145","socks4","4910","1","2023-10-18T11:26:43.239Z","99","4332","4372"
"154.16.63.16","elite","AS61317","GB","Hivelocity Inc","192","Digital Energy Technologies Limited","443","socks4","3590","1","2023-10-18T11:26:43.151Z","81","3572","4419"
"163.204.246.70","elite","AS17816","CN","China Unicom Guangdong Province Network","303","N/A","9999","socks4","2387","1","2023-10-18T11:26:43.241Z","14","591","4353"
"202.159.6.242","elite","AS9340","ID","PT IndoInternet","174","N/A","5678","socks4","4802","1","2023-10-18T11:26:41.653Z","99","4343","4385"
"186.251.255.25","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","285","Seanet Telecom Carazinho Eireli","31337","socks4","4916","1","2023-10-18T11:26:41.353Z","99","4365","4388"
"110.77.232.174","elite","AS131090","TH","CAT Telecom Public Company Limited","255","CAT BBviaOnnet","4145","socks4","4994","1","2023-10-18T11:26:41.354Z","81","3522","4326"
"93.115.148.208","elite","AS43754","IR","Asiatech Data Transmission company","116","Asiatech Data Transmission Co.","5678","socks5","1782","1","2023-10-18T11:26:41.651Z","98","4265","4352"
"201.33.161.234","elite","AS53181","BR","K2 Telecom e Multimidia LTDA ME","204","K2 Telecom e Multimidia LTDA ME","4153","socks4","1901","1","2023-10-18T11:26:39.447Z","76","3312","4344"
"110.78.149.186","elite","AS131090","TH","CAT-BB","300","N/A","4145","socks4","5098","1","2023-10-18T11:26:39.445Z","74","3210","4352"
"177.12.178.37","elite","AS263033","BR","Linxbr Telecomunicacoes Ltda","193","Linkli Telecomunicacoes Ltda","4153","socks4","5097","1","2023-10-18T11:26:39.448Z","100","4447","4465"
"162.12.217.30","elite","AS204902","FR","Weelax","118","XIWO","3629","socks4","1101","1","2023-10-18T11:26:39.443Z","99","4299","4361"
"122.152.53.25","elite","AS38562","BD","Innovative Online Ltd.","193","Innovative Online Ltd","5678","socks4","4411","1","2023-10-18T11:26:38.036Z","95","4229","4464"
"8.210.119.213","elite","AS45102","HK","Alibaba.com LLC","286","Hong Kong","3304","socks5","4491","1","2023-10-18T11:26:37.642Z","84","3708","4405"
"103.251.83.14","elite","AS45804","IN","M.B. Corporation","172","M.B. Corporation","44550","socks4","4983","1","2023-10-18T11:26:37.640Z","99","4392","4450"
"45.116.114.45","elite","AS58898","IN","Rainbow communications India Pvt Ltd","300","Rainbow Communications India Pvt Ltd","5678","socks4","4517","1","2023-10-18T11:26:37.643Z","99","4292","4342"
"185.138.123.78","elite","AS203217","IQ","Horizon ISP3","108","Horizon Scope Mobile Telecom WLL","61896","socks4","4707","1","2023-10-18T11:26:36.042Z","89","3886","4350"
"103.84.134.9","elite","AS136238","MV","SatLink Pvt Ltd","188","SatLink Pvt Ltd","1080","socks4","3604","1","2023-10-18T11:26:36.044Z","99","4403","4428"
"195.201.147.185","elite","AS24940","DE","Hetzner Online GmbH","15","Hetzner","1080","socks4","4697","1","2023-10-18T11:26:34.046Z","100","4399","4418"
"146.120.160.148","elite","AS60754","UA","Dianet Ltd.","52","Dianet Ltd","5678","socks4","712","2","2023-10-18T11:26:34.050Z","97","4304","4442"
"138.36.196.11","elite","AS264586","BR","Speed Telecomunicacoes","189","Speed Telecomunicacoes","4153","socks4","3706","84","2023-10-18T11:26:34.045Z","98","4327","4398"
"125.229.3.41","elite","AS3462","TW","Chunghwa Telecom Co., Ltd.","283","Chunghwa Telecom Co. Ltd.","80","socks5","4585","2","2023-10-18T11:26:34.048Z","98","4209","4285"
